Seconds: 0.23 | IMU1 : EMG = 355 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 77.17 | GyX = 0.93 | GyY = 0.90 | GyZ = -1.56;
Seconds: 126.29 | IMU1 : EMG = 339 | AcX = -0.71 | AcY = -0.80 | AcZ = -0.05 | Tmp = 77.17 | GyX = 21.56 | GyY = -49.44 | GyZ = 53.92;
Seconds: 126.52 | IMU1 : EMG = 333 | AcX = -0.77 | AcY = -0.82 | AcZ = 0.18 | Tmp = 77.00 | GyX = -55.73 | GyY = -16.09 | GyZ = -44.27;
Seconds: 126.75 | IMU1 : EMG = 327 | AcX = -0.61 | AcY = -0.66 | AcZ = 0.01 | Tmp = 77.17 | GyX = -49.30 | GyY = 0.09 | GyZ = 25.57;
Seconds: 126.99 | IMU1 : EMG = 332 | AcX = -0.43 | AcY = -0.67 | AcZ = 0.32 | Tmp = 77.00 | GyX = 64.55 | GyY = -41.74 | GyZ = -30.46;
Seconds: 127.22 | IMU1 : EMG = 348 | AcX = -0.45 | AcY = -0.71 | AcZ = 0.37 | Tmp = 77.09 | GyX = 21.08 | GyY = -31.15 | GyZ = -14.27;
Seconds: 127.45 | IMU1 : EMG = 349 | AcX = -0.57 | AcY = -0.66 | AcZ = 0.46 | Tmp = 77.09 | GyX = 8.09 | GyY = -5.59 | GyZ = -37.40;
Seconds: 127.68 | IMU1 : EMG = 352 | AcX = -0.16 | AcY = -0.54 | AcZ = 0.97 | Tmp = 76.83 | GyX = 105.71 | GyY = -41.80 | GyZ = -42.56;
Seconds: 127.92 | IMU1 : EMG = 355 | AcX = -0.07 | AcY = -0.27 | AcZ = 0.96 | Tmp = 77.17 | GyX = 83.98 | GyY = -18.92 | GyZ = -12.46;
Seconds: 128.15 | IMU1 : EMG = 350 | AcX = -0.05 | AcY = -0.13 | AcZ = 0.90 | Tmp = 77.00 | GyX = 48.63 | GyY = -46.12 | GyZ = -24.27;
Seconds: 128.38 | IMU1 : EMG = 356 | AcX = 0.02 | AcY = 0.13 | AcZ = 1.01 | Tmp = 77.09 | GyX = 15.30 | GyY = -2.49 | GyZ = -15.44;
Seconds: 128.62 | IMU1 : EMG = 357 | AcX = 0.02 | AcY = 0.06 | AcZ = 1.02 | Tmp = 77.17 | GyX = 24.79 | GyY = -20.64 | GyZ = -13.89;
Seconds: 128.85 | IMU1 : EMG = 351 | AcX = 0.07 | AcY = 0.13 | AcZ = 1.01 | Tmp = 77.26 | GyX = 5.82 | GyY = -24.24 | GyZ = -15.77;
Seconds: 129.08 | IMU1 : EMG = 354 | AcX = 0.10 | AcY = 0.09 | AcZ = 1.03 | Tmp = 77.51 | GyX = 30.05 | GyY = -17.45 | GyZ = -16.53;
Seconds: 129.32 | IMU1 : EMG = 302 | AcX = 0.19 | AcY = 0.17 | AcZ = 0.98 | Tmp = 77.68 | GyX = 1.68 | GyY = -1.36 | GyZ = -10.58;
Seconds: 129.55 | IMU1 : EMG = 357 | AcX = 0.18 | AcY = 0.18 | AcZ = 0.93 | Tmp = 77.51 | GyX = 7.05 | GyY = 6.89 | GyZ = 1.05;
Seconds: 129.78 | IMU1 : EMG = 354 | AcX = 0.17 | AcY = 0.18 | AcZ = 0.99 | Tmp = 77.93 | GyX = -5.13 | GyY = 4.43 | GyZ = 2.02;
Seconds: 130.01 | IMU1 : EMG = 357 | AcX = 0.15 | AcY = 0.19 | AcZ = 0.99 | Tmp = 78.10 | GyX = 5.95 | GyY = 5.07 | GyZ = 2.41;
Seconds: 130.25 | IMU1 : EMG = 353 | AcX = 0.15 | AcY = 0.13 | AcZ = 1.00 | Tmp = 78.36 | GyX = -19.59 | GyY = 4.29 | GyZ = 0.58;
Seconds: 130.48 | IMU1 : EMG = 351 | AcX = 0.11 | AcY = 0.15 | AcZ = 1.06 | Tmp = 78.36 | GyX = -0.02 | GyY = 0.37 | GyZ = -1.45;
Seconds: 130.71 | IMU1 : EMG = 348 | AcX = 0.13 | AcY = 0.15 | AcZ = 0.98 | Tmp = 78.53 | GyX = -7.16 | GyY = 6.67 | GyZ = -3.53;
Seconds: 130.95 | IMU1 : EMG = 350 | AcX = 0.13 | AcY = 0.11 | AcZ = 1.01 | Tmp = 78.70 | GyX = -4.38 | GyY = 2.50 | GyZ = 0.15;
Seconds: 131.18 | IMU1 : EMG = 358 | AcX = 0.10 | AcY = 0.15 | AcZ = 1.01 | Tmp = 78.95 | GyX = -2.60 | GyY = 1.34 | GyZ = -3.97;
Seconds: 131.41 | IMU1 : EMG = 357 | AcX = 0.09 | AcY = 0.17 | AcZ = 1.05 | Tmp = 78.95 | GyX = 16.61 | GyY = -5.98 | GyZ = -4.38;
Seconds: 131.65 | IMU1 : EMG = 353 | AcX = 0.13 | AcY = 0.15 | AcZ = 0.97 | Tmp = 79.20 | GyX = -2.50 | GyY = 11.10 | GyZ = 0.43;
Seconds: 131.88 | IMU1 : EMG = 351 | AcX = 0.10 | AcY = 0.19 | AcZ = 0.99 | Tmp = 79.29 | GyX = 29.27 | GyY = 3.57 | GyZ = 1.82;
Seconds: 132.11 | IMU1 : EMG = 351 | AcX = 0.13 | AcY = 0.20 | AcZ = 0.97 | Tmp = 79.37 | GyX = 0.21 | GyY = -0.95 | GyZ = 2.11;
Seconds: 132.34 | IMU1 : EMG = 347 | AcX = 0.09 | AcY = 0.22 | AcZ = 1.03 | Tmp = 79.63 | GyX = 8.26 | GyY = -0.05 | GyZ = -4.69;
Seconds: 132.58 | IMU1 : EMG = 352 | AcX = 0.13 | AcY = 0.21 | AcZ = 0.96 | Tmp = 79.71 | GyX = 2.12 | GyY = -2.82 | GyZ = 1.51;
Seconds: 132.81 | IMU1 : EMG = 353 | AcX = 0.11 | AcY = 0.25 | AcZ = 0.99 | Tmp = 79.80 | GyX = 0.41 | GyY = 2.69 | GyZ = -0.14;
Seconds: 133.04 | IMU1 : EMG = 347 | AcX = 0.12 | AcY = 0.24 | AcZ = 0.99 | Tmp = 79.97 | GyX = -2.27 | GyY = -0.09 | GyZ = -0.50;
Seconds: 133.28 | IMU1 : EMG = 349 | AcX = 0.11 | AcY = 0.23 | AcZ = 0.99 | Tmp = 80.05 | GyX = -7.45 | GyY = 3.02 | GyZ = -3.31;
Seconds: 133.51 | IMU1 : EMG = 351 | AcX = 0.09 | AcY = 0.23 | AcZ = 1.00 | Tmp = 80.39 | GyX = -2.70 | GyY = 1.94 | GyZ = -2.92;
Seconds: 133.74 | IMU1 : EMG = 352 | AcX = 0.10 | AcY = 0.24 | AcZ = 1.01 | Tmp = 80.47 | GyX = 1.16 | GyY = 3.79 | GyZ = -0.06;
Seconds: 133.98 | IMU1 : EMG = 353 | AcX = 0.14 | AcY = 0.21 | AcZ = 0.99 | Tmp = 80.73 | GyX = 1.76 | GyY = -3.88 | GyZ = -1.47;
Seconds: 134.21 | IMU1 : EMG = 350 | AcX = 0.08 | AcY = 0.24 | AcZ = 1.00 | Tmp = 80.64 | GyX = 3.65 | GyY = -0.20 | GyZ = 0.41;
Seconds: 134.44 | IMU1 : EMG = 352 | AcX = 0.11 | AcY = 0.23 | AcZ = 0.99 | Tmp = 80.64 | GyX = 1.73 | GyY = -0.64 | GyZ = 0.03;
Seconds: 134.67 | IMU1 : EMG = 356 | AcX = 0.09 | AcY = 0.19 | AcZ = 1.04 | Tmp = 80.81 | GyX = 1.94 | GyY = 0.56 | GyZ = -0.72;
Seconds: 134.91 | IMU1 : EMG = 353 | AcX = 0.10 | AcY = 0.22 | AcZ = 0.98 | Tmp = 81.07 | GyX = 1.85 | GyY = -0.41 | GyZ = -2.06;
Seconds: 135.14 | IMU1 : EMG = 351 | AcX = 0.10 | AcY = 0.20 | AcZ = 0.99 | Tmp = 81.07 | GyX = -7.95 | GyY = 1.94 | GyZ = 0.14;
Seconds: 135.37 | IMU1 : EMG = 346 | AcX = 0.11 | AcY = 0.19 | AcZ = 0.98 | Tmp = 81.15 | GyX = 3.89 | GyY = -1.57 | GyZ = -0.06;
Seconds: 135.61 | IMU1 : EMG = 353 | AcX = 0.12 | AcY = 0.18 | AcZ = 0.97 | Tmp = 81.24 | GyX = 2.89 | GyY = 1.54 | GyZ = -0.23;
Seconds: 135.84 | IMU1 : EMG = 346 | AcX = 0.11 | AcY = 0.19 | AcZ = 0.97 | Tmp = 81.41 | GyX = 3.34 | GyY = -2.09 | GyZ = -1.16;
Seconds: 136.07 | IMU1 : EMG = 353 | AcX = 0.09 | AcY = 0.20 | AcZ = 0.99 | Tmp = 81.66 | GyX = -0.23 | GyY = 0.44 | GyZ = -2.87;
Seconds: 136.31 | IMU1 : EMG = 345 | AcX = 0.10 | AcY = 0.18 | AcZ = 0.99 | Tmp = 81.74 | GyX = -2.73 | GyY = 2.75 | GyZ = -0.60;
Seconds: 136.54 | IMU1 : EMG = 351 | AcX = 0.09 | AcY = 0.19 | AcZ = 0.99 | Tmp = 81.74 | GyX = -2.09 | GyY = 2.47 | GyZ = -1.48;
Seconds: 136.77 | IMU1 : EMG = 348 | AcX = 0.10 | AcY = 0.17 | AcZ = 0.99 | Tmp = 81.91 | GyX = 2.49 | GyY = -0.87 | GyZ = 0.81;
Seconds: 137.0 | IMU1 : EMG = 353 | AcX = 0.08 | AcY = 0.18 | AcZ = 1.00 | Tmp = 82.00 | GyX = 5.60 | GyY = -0.60 | GyZ = -2.61;
Seconds: 137.24 | IMU1 : EMG = 351 | AcX = 0.09 | AcY = 0.17 | AcZ = 1.00 | Tmp = 82.08 | GyX = 0.40 | GyY = 2.99 | GyZ = 1.07;
Seconds: 137.47 | IMU1 : EMG = 351 | AcX = 0.07 | AcY = 0.16 | AcZ = 0.99 | Tmp = 82.08 | GyX = 0.61 | GyY = 0.61 | GyZ = 0.85;
Seconds: 137.7 | IMU1 : EMG = 347 | AcX = 0.09 | AcY = 0.18 | AcZ = 0.99 | Tmp = 82.17 | GyX = -0.82 | GyY = 0.73 | GyZ = -0.75;
Seconds: 137.94 | IMU1 : EMG = 351 | AcX = 0.08 | AcY = 0.16 | AcZ = 0.97 | Tmp = 82.34 | GyX = -1.82 | GyY = 2.84 | GyZ = -0.32;
Seconds: 138.17 | IMU1 : EMG = 348 | AcX = 0.08 | AcY = 0.17 | AcZ = 1.01 | Tmp = 82.42 | GyX = -2.58 | GyY = 5.10 | GyZ = 2.67;
Seconds: 138.4 | IMU1 : EMG = 355 | AcX = 0.07 | AcY = 0.14 | AcZ = 0.98 | Tmp = 82.59 | GyX = 0.29 | GyY = 0.63 | GyZ = 0.08;
Seconds: 138.64 | IMU1 : EMG = 347 | AcX = 0.08 | AcY = 0.16 | AcZ = 1.00 | Tmp = 82.59 | GyX = 3.16 | GyY = -1.13 | GyZ = -1.85;
Seconds: 138.87 | IMU1 : EMG = 347 | AcX = 0.09 | AcY = 0.15 | AcZ = 1.01 | Tmp = 82.68 | GyX = 1.53 | GyY = -4.11 | GyZ = -5.62;
Seconds: 139.1 | IMU1 : EMG = 347 | AcX = 0.08 | AcY = 0.17 | AcZ = 0.99 | Tmp = 82.51 | GyX = 0.82 | GyY = 2.09 | GyZ = -0.79;
Seconds: 139.33 | IMU1 : EMG = 347 | AcX = 0.09 | AcY = 0.16 | AcZ = 1.00 | Tmp = 82.68 | GyX = 1.30 | GyY = 0.34 | GyZ = -1.77;
Seconds: 139.57 | IMU1 : EMG = 351 | AcX = 0.10 | AcY = 0.17 | AcZ = 0.98 | Tmp = 82.85 | GyX = -2.14 | GyY = 4.55 | GyZ = 1.88;
Seconds: 139.8 | IMU1 : EMG = 351 | AcX = 0.07 | AcY = 0.17 | AcZ = 0.99 | Tmp = 82.93 | GyX = 1.86 | GyY = -4.50 | GyZ = -2.73;
Seconds: 140.03 | IMU1 : EMG = 348 | AcX = 0.08 | AcY = 0.16 | AcZ = 1.00 | Tmp = 82.93 | GyX = -1.89 | GyY = 0.75 | GyZ = -0.21;
Seconds: 140.27 | IMU1 : EMG = 356 | AcX = 0.06 | AcY = 0.06 | AcZ = 0.99 | Tmp = 83.02 | GyX = -49.02 | GyY = 31.80 | GyZ = 16.92;
Seconds: 140.5 | IMU1 : EMG = 356 | AcX = -0.11 | AcY = -0.18 | AcZ = 0.96 | Tmp = 83.18 | GyX = -23.79 | GyY = 8.96 | GyZ = -6.67;
Seconds: 140.73 | IMU1 : EMG = 352 | AcX = -0.21 | AcY = -0.28 | AcZ = 0.94 | Tmp = 83.10 | GyX = -61.19 | GyY = 28.35 | GyZ = -14.15;
Seconds: 140.97 | IMU1 : EMG = 353 | AcX = -0.26 | AcY = -0.50 | AcZ = 0.78 | Tmp = 83.35 | GyX = -18.53 | GyY = 1.66 | GyZ = -8.35;
Seconds: 141.2 | IMU1 : EMG = 345 | AcX = -0.56 | AcY = -0.86 | AcZ = 0.93 | Tmp = 83.10 | GyX = -15.22 | GyY = 45.86 | GyZ = -35.22;
Seconds: 141.43 | IMU1 : EMG = 342 | AcX = -0.36 | AcY = -0.54 | AcZ = 0.82 | Tmp = 83.27 | GyX = -19.51 | GyY = 16.87 | GyZ = -4.21;
Seconds: 141.66 | IMU1 : EMG = 337 | AcX = -0.33 | AcY = -0.52 | AcZ = 0.71 | Tmp = 83.35 | GyX = -14.20 | GyY = 5.85 | GyZ = -12.76;
Seconds: 141.9 | IMU1 : EMG = 338 | AcX = -0.36 | AcY = -0.55 | AcZ = 0.71 | Tmp = 83.27 | GyX = -6.06 | GyY = 8.41 | GyZ = 38.76;
Seconds: 142.13 | IMU1 : EMG = 299 | AcX = -0.34 | AcY = -0.59 | AcZ = 0.65 | Tmp = 83.52 | GyX = -20.27 | GyY = 35.08 | GyZ = -13.18;
Seconds: 142.36 | IMU1 : EMG = 333 | AcX = -0.35 | AcY = -0.64 | AcZ = 0.62 | Tmp = 83.44 | GyX = 17.08 | GyY = 24.78 | GyZ = 21.62;
Seconds: 142.6 | IMU1 : EMG = 335 | AcX = -0.24 | AcY = -0.56 | AcZ = 0.74 | Tmp = 83.35 | GyX = 14.20 | GyY = -16.26 | GyZ = 3.19;
Seconds: 142.83 | IMU1 : EMG = 333 | AcX = -0.39 | AcY = -0.61 | AcZ = 0.74 | Tmp = 83.35 | GyX = -1.51 | GyY = 3.37 | GyZ = 0.46;
Seconds: 143.06 | IMU1 : EMG = 344 | AcX = -0.38 | AcY = -0.57 | AcZ = 0.72 | Tmp = 83.27 | GyX = 2.32 | GyY = -0.27 | GyZ = -2.15;
Seconds: 143.29 | IMU1 : EMG = 347 | AcX = -0.47 | AcY = -0.63 | AcZ = 0.75 | Tmp = 83.52 | GyX = -46.41 | GyY = 72.58 | GyZ = -17.33;
Seconds: 143.53 | IMU1 : EMG = 340 | AcX = -0.43 | AcY = -0.82 | AcZ = 0.45 | Tmp = 83.78 | GyX = -100.82 | GyY = 45.91 | GyZ = 38.44;
Seconds: 143.76 | IMU1 : EMG = 343 | AcX = -0.63 | AcY = -0.76 | AcZ = 0.11 | Tmp = 84.03 | GyX = -63.22 | GyY = 11.33 | GyZ = 3.21;
Seconds: 143.99 | IMU1 : EMG = 341 | AcX = -0.56 | AcY = -0.88 | AcZ = -0.01 | Tmp = 84.20 | GyX = 18.03 | GyY = -11.80 | GyZ = 1.16;
Seconds: 144.23 | IMU1 : EMG = 339 | AcX = -0.49 | AcY = -0.90 | AcZ = 0.03 | Tmp = 84.29 | GyX = 11.94 | GyY = -4.02 | GyZ = -21.82;
Seconds: 144.46 | IMU1 : EMG = 339 | AcX = -0.51 | AcY = -0.91 | AcZ = 0.11 | Tmp = 84.37 | GyX = 54.12 | GyY = 18.92 | GyZ = 33.22;
Seconds: 144.69 | IMU1 : EMG = 336 | AcX = -0.39 | AcY = -0.83 | AcZ = 0.40 | Tmp = 84.29 | GyX = 12.47 | GyY = -17.07 | GyZ = -8.49;
Seconds: 144.93 | IMU1 : EMG = 339 | AcX = -0.43 | AcY = -0.80 | AcZ = 0.36 | Tmp = 84.29 | GyX = -10.67 | GyY = -0.46 | GyZ = -7.11;
Seconds: 145.16 | IMU1 : EMG = 332 | AcX = -0.54 | AcY = -0.89 | AcZ = 0.27 | Tmp = 84.12 | GyX = 32.67 | GyY = -16.55 | GyZ = -43.48;
Seconds: 145.39 | IMU1 : EMG = 330 | AcX = -0.38 | AcY = -0.86 | AcZ = 0.44 | Tmp = 84.20 | GyX = 14.18 | GyY = 14.15 | GyZ = -69.53;
Seconds: 145.63 | IMU1 : EMG = 342 | AcX = -0.30 | AcY = -0.64 | AcZ = 0.44 | Tmp = 84.20 | GyX = 44.11 | GyY = -27.56 | GyZ = -20.05;
Seconds: 145.86 | IMU1 : EMG = 343 | AcX = -0.15 | AcY = -0.88 | AcZ = 0.38 | Tmp = 83.95 | GyX = -15.54 | GyY = 46.21 | GyZ = -148.84;
Seconds: 146.09 | IMU1 : EMG = 347 | AcX = -0.16 | AcY = -1.02 | AcZ = 0.40 | Tmp = 84.03 | GyX = 20.52 | GyY = -8.93 | GyZ = -12.95;
Seconds: 146.32 | IMU1 : EMG = 345 | AcX = -0.11 | AcY = -0.88 | AcZ = 0.57 | Tmp = 83.95 | GyX = 13.22 | GyY = 7.02 | GyZ = 35.08;
Seconds: 146.56 | IMU1 : EMG = 339 | AcX = -0.25 | AcY = -0.90 | AcZ = 0.52 | Tmp = 83.95 | GyX = -45.25 | GyY = 109.05 | GyZ = -3.34;
Seconds: 146.79 | IMU1 : EMG = 338 | AcX = -0.15 | AcY = -0.91 | AcZ = 0.60 | Tmp = 84.03 | GyX = -17.65 | GyY = 72.47 | GyZ = -123.31;
Seconds: 147.02 | IMU1 : EMG = 286 | AcX = -0.08 | AcY = -0.90 | AcZ = 0.36 | Tmp = 83.95 | GyX = -21.19 | GyY = -2.49 | GyZ = -8.67;
Seconds: 147.26 | IMU1 : EMG = 337 | AcX = -0.03 | AcY = -0.92 | AcZ = 0.25 | Tmp = 83.86 | GyX = -20.26 | GyY = 5.47 | GyZ = -18.26;
Seconds: 147.49 | IMU1 : EMG = 345 | AcX = -0.07 | AcY = -0.91 | AcZ = 0.21 | Tmp = 83.95 | GyX = -15.02 | GyY = 56.96 | GyZ = -10.70;
Seconds: 147.72 | IMU1 : EMG = 345 | AcX = 0.01 | AcY = -0.98 | AcZ = 0.24 | Tmp = 84.03 | GyX = 3.16 | GyY = -15.86 | GyZ = 1.95;
Seconds: 147.96 | IMU1 : EMG = 351 | AcX = 0.04 | AcY = -0.98 | AcZ = 0.25 | Tmp = 83.95 | GyX = -3.69 | GyY = -6.98 | GyZ = 8.09;
Seconds: 148.19 | IMU1 : EMG = 345 | AcX = -0.00 | AcY = -1.01 | AcZ = 0.18 | Tmp = 84.03 | GyX = -13.95 | GyY = 2.64 | GyZ = -14.43;
Seconds: 148.42 | IMU1 : EMG = 347 | AcX = 0.07 | AcY = -1.02 | AcZ = 0.14 | Tmp = 83.95 | GyX = 1.05 | GyY = 1.82 | GyZ = -23.89;
Seconds: 148.65 | IMU1 : EMG = 346 | AcX = 0.11 | AcY = -0.99 | AcZ = 0.10 | Tmp = 84.20 | GyX = 2.37 | GyY = 0.05 | GyZ = -5.05;
Seconds: 148.89 | IMU1 : EMG = 351 | AcX = 0.08 | AcY = -1.00 | AcZ = 0.14 | Tmp = 84.20 | GyX = -7.62 | GyY = -3.44 | GyZ = -4.92;
Seconds: 149.12 | IMU1 : EMG = 348 | AcX = 0.11 | AcY = -0.97 | AcZ = 0.09 | Tmp = 84.12 | GyX = 5.74 | GyY = 0.66 | GyZ = 4.89;
Seconds: 149.35 | IMU1 : EMG = 352 | AcX = 0.08 | AcY = -0.98 | AcZ = 0.10 | Tmp = 84.03 | GyX = -20.46 | GyY = 8.90 | GyZ = -7.54;
Seconds: 149.59 | IMU1 : EMG = 354 | AcX = 0.09 | AcY = -1.00 | AcZ = 0.07 | Tmp = 84.29 | GyX = -4.02 | GyY = -21.53 | GyZ = 5.89;
Seconds: 149.82 | IMU1 : EMG = 350 | AcX = 0.07 | AcY = -1.02 | AcZ = 0.12 | Tmp = 84.20 | GyX = 0.35 | GyY = -7.59 | GyZ = -6.43;
Seconds: 150.05 | IMU1 : EMG = 349 | AcX = 0.06 | AcY = -0.99 | AcZ = 0.09 | Tmp = 84.29 | GyX = 13.13 | GyY = 4.85 | GyZ = 15.59;
Seconds: 150.29 | IMU1 : EMG = 348 | AcX = 0.04 | AcY = -1.00 | AcZ = 0.13 | Tmp = 84.29 | GyX = -1.51 | GyY = -7.98 | GyZ = -5.51;
Seconds: 150.52 | IMU1 : EMG = 351 | AcX = 0.01 | AcY = -1.01 | AcZ = 0.08 | Tmp = 84.37 | GyX = -1.42 | GyY = -0.69 | GyZ = 0.56;
Seconds: 150.75 | IMU1 : EMG = 344 | AcX = 0.02 | AcY = -0.98 | AcZ = 0.06 | Tmp = 84.46 | GyX = 2.47 | GyY = -1.48 | GyZ = -7.74;
Seconds: 150.98 | IMU1 : EMG = 343 | AcX = 0.00 | AcY = -1.02 | AcZ = 0.12 | Tmp = 84.37 | GyX = 1.95 | GyY = -3.89 | GyZ = 0.49;
Seconds: 151.22 | IMU1 : EMG = 346 | AcX = -0.01 | AcY = -1.01 | AcZ = 0.11 | Tmp = 84.29 | GyX = 4.08 | GyY = 1.08 | GyZ = 2.12;
Seconds: 151.45 | IMU1 : EMG = 351 | AcX = -0.04 | AcY = -1.01 | AcZ = 0.11 | Tmp = 84.54 | GyX = -0.82 | GyY = 0.38 | GyZ = 0.75;
Seconds: 151.68 | IMU1 : EMG = 344 | AcX = -0.02 | AcY = -1.00 | AcZ = 0.14 | Tmp = 84.54 | GyX = 3.21 | GyY = 2.26 | GyZ = -2.31;
Seconds: 151.92 | IMU1 : EMG = 342 | AcX = -0.03 | AcY = -1.00 | AcZ = 0.15 | Tmp = 84.62 | GyX = 6.61 | GyY = -4.70 | GyZ = 4.44;
Seconds: 152.15 | IMU1 : EMG = 349 | AcX = -0.03 | AcY = -1.00 | AcZ = 0.18 | Tmp = 84.71 | GyX = 3.83 | GyY = 0.34 | GyZ = -2.15;
Seconds: 152.38 | IMU1 : EMG = 349 | AcX = -0.04 | AcY = -0.99 | AcZ = 0.18 | Tmp = 84.71 | GyX = 1.59 | GyY = 2.17 | GyZ = 1.79;
Seconds: 152.62 | IMU1 : EMG = 352 | AcX = -0.04 | AcY = -0.99 | AcZ = 0.19 | Tmp = 84.62 | GyX = 3.62 | GyY = 3.51 | GyZ = -0.84;
Seconds: 152.85 | IMU1 : EMG = 353 | AcX = -0.09 | AcY = -0.97 | AcZ = 0.22 | Tmp = 84.71 | GyX = 13.77 | GyY = -18.05 | GyZ = 12.17;
Seconds: 153.08 | IMU1 : EMG = 332 | AcX = -0.15 | AcY = -0.96 | AcZ = 0.24 | Tmp = 84.54 | GyX = 12.53 | GyY = 27.53 | GyZ = 13.25;
Seconds: 153.31 | IMU1 : EMG = 342 | AcX = -0.19 | AcY = -0.95 | AcZ = 0.23 | Tmp = 84.79 | GyX = 1.07 | GyY = -2.05 | GyZ = 11.19;
Seconds: 153.55 | IMU1 : EMG = 334 | AcX = -0.22 | AcY = -0.95 | AcZ = 0.25 | Tmp = 84.79 | GyX = -6.37 | GyY = 1.74 | GyZ = -23.24;
Seconds: 153.78 | IMU1 : EMG = 348 | AcX = -0.24 | AcY = -0.95 | AcZ = 0.24 | Tmp = 84.96 | GyX = 3.34 | GyY = 3.59 | GyZ = -1.01;
Seconds: 154.01 | IMU1 : EMG = 350 | AcX = -0.20 | AcY = -0.92 | AcZ = 0.17 | Tmp = 84.96 | GyX = 13.01 | GyY = -67.95 | GyZ = -21.37;
Seconds: 154.25 | IMU1 : EMG = 351 | AcX = -0.17 | AcY = -0.97 | AcZ = 0.26 | Tmp = 84.88 | GyX = 1.95 | GyY = 2.34 | GyZ = -4.17;
Seconds: 154.48 | IMU1 : EMG = 349 | AcX = -0.10 | AcY = -0.95 | AcZ = 0.22 | Tmp = 85.05 | GyX = -17.44 | GyY = 3.11 | GyZ = -8.81;
Seconds: 154.71 | IMU1 : EMG = 354 | AcX = -0.05 | AcY = -1.03 | AcZ = 0.17 | Tmp = 85.22 | GyX = 8.35 | GyY = 28.31 | GyZ = -32.24;
Seconds: 154.95 | IMU1 : EMG = 348 | AcX = -0.12 | AcY = -0.97 | AcZ = 0.29 | Tmp = 84.88 | GyX = 33.47 | GyY = -0.14 | GyZ = 52.15;
Seconds: 155.18 | IMU1 : EMG = 346 | AcX = -0.25 | AcY = -0.99 | AcZ = 0.30 | Tmp = 85.05 | GyX = 6.58 | GyY = -12.00 | GyZ = 1.04;
Seconds: 155.41 | IMU1 : EMG = 284 | AcX = -0.29 | AcY = -0.95 | AcZ = 0.31 | Tmp = 84.88 | GyX = -3.07 | GyY = -2.50 | GyZ = -1.86;
Seconds: 155.64 | IMU1 : EMG = 349 | AcX = -0.31 | AcY = -1.01 | AcZ = 0.27 | Tmp = 85.05 | GyX = 13.92 | GyY = -15.95 | GyZ = -61.42;
Seconds: 155.88 | IMU1 : EMG = 346 | AcX = -0.13 | AcY = -0.79 | AcZ = 0.64 | Tmp = 85.22 | GyX = 1.85 | GyY = 19.63 | GyZ = 10.47;
Seconds: 156.11 | IMU1 : EMG = 337 | AcX = -0.10 | AcY = -0.64 | AcZ = 0.69 | Tmp = 85.05 | GyX = 141.73 | GyY = -29.08 | GyZ = -17.92;
Seconds: 156.34 | IMU1 : EMG = 340 | AcX = -0.10 | AcY = -0.38 | AcZ = 0.94 | Tmp = 85.22 | GyX = 78.63 | GyY = -0.78 | GyZ = -11.60;
Seconds: 156.58 | IMU1 : EMG = 345 | AcX = -0.06 | AcY = -0.22 | AcZ = 1.03 | Tmp = 85.39 | GyX = 45.76 | GyY = -8.34 | GyZ = 13.54;
Seconds: 156.81 | IMU1 : EMG = 338 | AcX = -0.09 | AcY = -0.07 | AcZ = 1.08 | Tmp = 85.47 | GyX = 59.15 | GyY = -11.65 | GyZ = 0.78;
Seconds: 157.04 | IMU1 : EMG = 343 | AcX = -0.02 | AcY = 0.04 | AcZ = 1.03 | Tmp = 85.56 | GyX = 18.24 | GyY = -6.38 | GyZ = -9.57;
Seconds: 157.28 | IMU1 : EMG = 342 | AcX = 0.02 | AcY = 0.09 | AcZ = 1.04 | Tmp = 85.81 | GyX = 15.31 | GyY = -8.40 | GyZ = -2.31;
Seconds: 157.51 | IMU1 : EMG = 345 | AcX = -0.00 | AcY = 0.11 | AcZ = 1.03 | Tmp = 85.98 | GyX = 5.28 | GyY = 0.64 | GyZ = -9.94;
Seconds: 157.74 | IMU1 : EMG = 343 | AcX = -0.01 | AcY = 0.19 | AcZ = 1.02 | Tmp = 86.23 | GyX = 9.83 | GyY = 5.34 | GyZ = -1.21;
Seconds: 157.97 | IMU1 : EMG = 338 | AcX = -0.01 | AcY = 0.26 | AcZ = 0.98 | Tmp = 86.32 | GyX = 14.27 | GyY = 1.22 | GyZ = 2.21;
Seconds: 158.21 | IMU1 : EMG = 344 | AcX = 0.04 | AcY = 0.31 | AcZ = 0.98 | Tmp = 86.49 | GyX = 11.07 | GyY = 2.76 | GyZ = 3.25;
Seconds: 158.44 | IMU1 : EMG = 345 | AcX = 0.02 | AcY = 0.30 | AcZ = 0.96 | Tmp = 86.66 | GyX = -1.85 | GyY = 4.52 | GyZ = -1.36;
Seconds: 158.67 | IMU1 : EMG = 341 | AcX = 0.03 | AcY = 0.28 | AcZ = 0.97 | Tmp = 86.83 | GyX = -1.79 | GyY = 2.03 | GyZ = -3.69;
Seconds: 158.91 | IMU1 : EMG = 343 | AcX = 0.02 | AcY = 0.30 | AcZ = 0.99 | Tmp = 87.08 | GyX = 6.72 | GyY = -3.02 | GyZ = 0.14;
